Company,Product,Cpu,Ram,Memory,Gpu,Price_euros,Age_years,Condition_10,Battery_Health_%
HP,Stream 14-AX000nv,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,249.0,6,6,58
MSI,PL60 7RD,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,839.0,5,7,65
HP,250 G5,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,679.0,6,6,58
HP,ProBook 450,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,1159.0,5,7,65
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,369.0,6,6,58
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,398.0,6,6,58
Lenovo,IdeaPad 510-15IKB,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,709.0,6,6,58
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,769.0,5,7,65
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Intel Core i7 6500U 2.5GHz,4GB,1.0TB Hybrid,Intel HD Graphics 520,825.0,5,7,65
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 960,1305.0,5,7,65
MSI,GS60 Ghost,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,2153.37,4,8,72
HP,ProBook 450,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,650.0,6,6,58
Lenovo,ThinkPad X1,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1637.0,5,7,65
Lenovo,IdeaPad 310-15IKB,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Nvidia GeForce 920M,831.0,5,7,65
Dell,Vostro 5568,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,895.01,5,7,65
Acer,Aspire 3,Intel Celeron Dual Core N3350 2GHz,4GB,500GB HDD,Intel HD Graphics 500,333.0,6,6,58
HP,Pavilion 15-BC000nv,Intel Core i7 6700HQ 2.6GHz,6GB,1TB HDD,Nvidia GeForce GTX 960M,799.0,5,7,65
Asus,Rog GL552VW-DM201T,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,909.0,5,7,65
Dell,Inspiron 5578,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,1179.0,5,7,65
Acer,Aspire E5-576G,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Nvidia GeForce 940MX,691.0,6,6,58
Dell,XPS 13,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,1099.0,5,7,65
Acer,Predator G9-793,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2599.0,4,8,72
Lenovo,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,819.0,5,7,65
Samsung,Chromebook Plus,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,659.0,6,6,58
HP,250 G6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,485.0,6,6,58
Apple,"MacBook 12""",Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 5300,1163.0,5,7,65
Dell,Inspiron 7378,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1199.0,5,7,65
HP,Pavilion Power,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1327.0,5,7,65
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,368.0,6,6,58
Asus,Rog G752VY-GC229T,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,2150.0,4,8,72
Acer,Aspire 3,Intel Celeron Dual Core N3350 2GHz,4GB,1TB HDD,Intel HD Graphics 500,272.0,6,6,58
MSI,GS73VR 7RF,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2048.9,4,8,72
Dell,Inspiron 5567,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,AMD Radeon R7 M440,499.0,6,6,58
Lenovo,IdeaPad 310-15ISK,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Nvidia GeForce 920MX,629.0,6,6,58
Dell,Inspiron 5579,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,1285.0,5,7,65
Dell,XPS 13,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,2680.0,4,8,72
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 1060,1169.0,5,7,65
Dell,Inspiron 5567,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M445,889.0,5,7,65
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,579.0,6,6,58
Lenovo,IdeaPad 320-15AST,AMD E-Series 9000 2.2GHz,4GB,500GB HDD,AMD Radeon R2 Graphics,299.0,6,6,58
Acer,Aspire E5-774G,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Nvidia GeForce 940MX,629.0,6,6,58
Asus,Rog Strix,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2449.0,4,8,72
Apple,"MacBook 12""",Intel Core M 1.2GHz,8GB,512GB Flash Storage,Intel HD Graphics 515,1279.0,5,7,65
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1749.0,5,7,65
MSI,GS73VR Stealth,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1948.99,5,7,65
Dell,Inspiron 7579,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,999.0,5,7,65
Asus,ROG Strix,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1949.0,5,7,65
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Intel Celeron Dual Core 3205U 1.5GHz,2GB,32GB SSD,Intel HD Graphics,174.0,6,6,58
Acer,E5 774G,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 940MX,598.0,6,6,58
Lenovo,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,539.0,6,6,58
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,1272.0,5,7,65
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),Intel Core i7 7Y75 1.3GHz,8GB,256GB SSD,Intel HD Graphics 615,1149.0,5,7,65
Lenovo,Thinkpad T560,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,1529.0,5,7,65
MSI,GP62MVR 6RF,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1476.11,5,7,65
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,AMD A12-Series 9720P 2.7GHz,6GB,1TB HDD,AMD Radeon 530,529.0,6,6,58
Dell,Latitude E7270,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,1713.37,5,7,65
Dell,Inspiron 5578,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,509.0,6,6,58
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Intel HD Graphics 405,309.0,6,6,58
Dell,XPS 13,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1477.0,5,7,65
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 520,521.86,6,6,58
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,1029.0,5,7,65
MSI,GL62M 7RDX,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1149.0,5,7,65
Lenovo,ThinkPad Yoga,Intel Core i7 6500U 2.50GHz,16GB,512GB SSD,Intel HD Graphics 520,1650.0,5,7,65
Razer,Blade Pro,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1060,3499.0,3,8,79
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Intel HD Graphics 620,469.01,6,6,58
MSI,GE72VR Apache,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1598.0,5,7,65
Apple,MacBook Air,Intel Core i5 1.6GHz,4GB,256GB Flash Storage,Intel HD Graphics 6000,959.0,5,7,65
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,478.0,6,6,58
HP,EliteBook 840,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,2198.19,4,8,72
Dell,Vostro 3559,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,737.0,6,6,58
MSI,GL62 6QF,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,1169.0,5,7,65
Lenovo,ThinkPad 13,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,1499.0,5,7,65
Lenovo,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,AMD Radeon 530,597.57,6,6,58
Asus,ZenBook UX310UA-WB71,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1280.0,5,7,65
Acer,Aspire ES1-572,Intel Core i3 6006U 2.0GHz,4GB,500GB HDD,Intel HD Graphics 520,361.8,6,6,58
Dell,Inspiron 7779,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Nvidia GeForce 940MX,1799.0,5,7,65
HP,EliteBook 840,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,1099.99,5,7,65
Asus,Rog GL553VE-FY052T,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1600.0,5,7,65
Dell,Latitude 5480,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,875.0,5,7,65
Asus,Rog GL502VS,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2325.0,4,8,72
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,573.0,6,6,58
Dell,XPS 13,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,1813.0,5,7,65
Dell,Inspiron 3552,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Intel HD Graphics,324.0,6,6,58
HP,255 G6,AMD A6-Series 9220 2.5GHz,4GB,500GB HDD,AMD Radeon R4 Graphics,399.0,6,6,58
Lenovo,IdeaPad 310-15ISK,Intel Core i3 6100U 2.3GHz,6GB,128GB SSD,Nvidia GeForce 920MX,569.0,6,6,58
Lenovo,ThinkPad L460,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1072.0,5,7,65
Dell,Inspiron 3552,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Intel HD Graphics,443.99,6,6,58
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,339.0,6,6,58
Asus,Rog G752VT-GC073T,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,1900.0,5,7,65
Dell,Vostro 3568,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,490.0,6,6,58
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Intel Core i7 6500U 2.5GHz,8GB,1.0TB Hybrid,AMD Radeon R5 M330,895.0,5,7,65
MSI,GE62 Apache,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,1229.0,5,7,65
Lenovo,Yoga 500-14IBD,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,833.01,5,7,65
Asus,ZenBook UX305CA-UBM1,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,729.0,6,6,58
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,459.0,6,6,58
Acer,Aspire ES1-531,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,289.0,6,6,58
Dell,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,379.0,6,6,58
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 960M,899.0,5,7,65
HP,Pavilion 15-AW003nv,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,AMD Radeon R7 M440,549.99,6,6,58
Dell,Inspiron 3567,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,805.99,5,7,65
HP,Stream 11-Y000na,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,209.0,6,6,58
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Nvidia GeForce 920M,720.32,6,6,58
Lenovo,Yoga 500-14ISK,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,638.0,6,6,58
Lenovo,Yoga 900-13ISK,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,1499.0,5,7,65
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Intel HD Graphics,229.0,6,6,58
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,764.0,6,6,58
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,369.0,6,6,58
Asus,ZenBook UX305CA-UBM1,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,729.0,6,6,58
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,459.0,6,6,58
Acer,Aspire ES1-531,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,289.0,6,6,58
Dell,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,379.0,6,6,58
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 960M,899.0,5,7,65
HP,Pavilion 15-AW003nv,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,AMD Radeon R7 M440,549.99,6,6,58
Dell,Inspiron 3567,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,805.99,5,7,65
HP,Stream 11-Y000na,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,209.0,6,6,58
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Nvidia GeForce 920M,720.32,6,6,58
Lenovo,Yoga 500-14ISK,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,638.0,6,6,58
Lenovo,Yoga 900-13ISK,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,1499.0,5,7,65
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Intel HD Graphics,229.0,6,6,58
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,764.0,6,6,58
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,369.0,6,6,58
Asus,ZenBook UX305CA-UBM1,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,729.0,6,6,58
Dell,Inspiron 3567,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,459.0,6,6,58
Acer,Aspire ES1-531,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,289.0,6,6,58
Dell,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,379.0,6,6,58
Lenovo,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 960M,899.0,5,7,65
HP,Pavilion 15-AW003nv,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,AMD Radeon R7 M440,549.99,6,6,58
Dell,Inspiron 3567,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,805.99,5,7,65
HP,Stream 11-Y000na,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,209.0,6,6,58
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Nvidia GeForce 920M,720.32,6,6,58
Lenovo,Yoga 500-14ISK,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,638.0,6,6,58
Lenovo,Yoga 900-13ISK,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,1499.0,5,7,65
Lenovo,IdeaPad 100S-14IBR,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Intel HD Graphics,229.0,6,6,58
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,764.0,6,6,58
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,369.0,6,6,58
